trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.6, 'e': 0.9900498337491681}",25,0,-100.3787474099176,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
2,False,"{'a': 0.6, 'e': 0.9801986733067553}",25,0,-61.572503173258916,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
3,False,"{'a': 0.6, 'e': 0.9704455335485082}",20,0,12.357722595963605,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
4,False,"{'a': 0.6, 'e': 0.9607894391523232}",20,0,-127.81795640392878,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
5,False,"{'a': 0.6, 'e': 0.951229424500714}",20,0,1.393241049477619,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
6,False,"{'a': 0.6, 'e': 0.9417645335842487}",35,0,-126.37393208148421,"{0: 25, 1: 3, 2: 4, 3: 1, 4: 2}",0
7,False,"{'a': 0.6, 'e': 0.9323938199059483}",20,4,21.38390388894064,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,False,"{'a': 0.6, 'e': 0.9231163463866358}",20,0,16.26078793500239,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
9,False,"{'a': 0.6, 'e': 0.9139311852712282}",30,9,30.171672372522956,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,False,"{'a': 0.6, 'e': 0.9048374180359596}",30,0,-39.387690171949714,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 1}",0
11,False,"{'a': 0.6, 'e': 0.8958341352965282}",25,0,-38.135441650614375,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
12,False,"{'a': 0.6, 'e': 0.8869204367171575}",25,0,-3.8108195677398884,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
13,False,"{'a': 0.6, 'e': 0.8780954309205613}",30,0,-10.038389029201719,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
14,False,"{'a': 0.6, 'e': 0.8693582353988059}",20,3,26.84690296657094,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,False,"{'a': 0.6, 'e': 0.8607079764250578}",20,0,-17.717405921511666,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
16,False,"{'a': 0.6, 'e': 0.8521437889662113}",20,0,4.093416848930251,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
17,False,"{'a': 0.6, 'e': 0.8436648165963837}",20,0,22.70174731133258,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
18,False,"{'a': 0.6, 'e': 0.835270211411272}",20,0,30.620368443533998,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
19,False,"{'a': 0.6, 'e': 0.8269591339433623}",20,0,21.39151710498252,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
20,False,"{'a': 0.6, 'e': 0.8187307530779818}",25,2,15.875712360927306,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
21,False,"{'a': 0.6, 'e': 0.8105842459701871}",35,6,38.5091804029281,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
22,False,"{'a': 0.6, 'e': 0.8025187979624785}",25,0,30.056912007683795,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
23,False,"{'a': 0.6, 'e': 0.794533602503334}",20,0,30.858662432057873,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
24,False,"{'a': 0.6, 'e': 0.7866278610665535}",30,1,22.96320890891724,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
25,False,"{'a': 0.6, 'e': 0.7788007830714049}",20,8,19.22568020434912,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,False,"{'a': 0.6, 'e': 0.7710515858035663}",20,0,24.20841839359842,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
