trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.6, 'e': 0.9950124791926823}",20,0,-34.109607052806105,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",1
2,False,"{'a': 0.6, 'e': 0.9900498337491681}",30,0,-97.0823892235281,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
3,False,"{'a': 0.6, 'e': 0.9851119396030626}",20,0,-1.7728374191643193,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
4,False,"{'a': 0.6, 'e': 0.9801986733067553}",20,0,9.294126358519005,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
5,False,"{'a': 0.6, 'e': 0.9753099120283327}",20,0,4.4194859796508865,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
6,False,"{'a': 0.6, 'e': 0.9704455335485082}",25,0,-2.269478677475181,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
7,False,"{'a': 0.6, 'e': 0.9656054162575665}",35,15,22.8710648085313,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
8,False,"{'a': 0.6, 'e': 0.9607894391523232}",20,14,9.60364064953266,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,False,"{'a': 0.6, 'e': 0.9559974818331}",25,0,20.368746149492896,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
10,False,"{'a': 0.6, 'e': 0.951229424500714}",20,0,19.690199887814263,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
11,False,"{'a': 0.6, 'e': 0.9464851479534838}",25,0,0.6656997007516046,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
12,False,"{'a': 0.6, 'e': 0.9417645335842487}",20,0,17.50920436576111,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
13,False,"{'a': 0.6, 'e': 0.9370674633774034}",20,7,-17.910718940836695,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
14,False,"{'a': 0.6, 'e': 0.9323938199059483}",25,0,32.75523881999363,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
