trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.8775825618903728}",30,0,-162.04457896550434,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 4}",0
2,False,"{'a': 0.5, 'e': 0.5403023058681397}",20,0,-87.60066539709307,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
3,False,"{'a': 0.5, 'e': 0.0707372016677029}",30,0,-31.89101510346277,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
4,False,"{'a': 0.5, 'e': 0.4161468365471424}",20,6,-43.926837301933126,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
5,False,"{'a': 0.5, 'e': 0.8011436155469337}",25,0,-134.29952581478588,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
6,False,"{'a': 0.5, 'e': 0.9899924966004454}",30,0,-96.4748473741965,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 2}",0
7,False,"{'a': 0.5, 'e': 0.9364566872907963}",20,3,29.551751520072457,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,False,"{'a': 0.5, 'e': 0.6536436208636119}",20,1,24.77062978601779,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,False,"{'a': 0.5, 'e': 0.2107957994307797}",20,0,-31.171328032972827,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
10,False,"{'a': 0.5, 'e': 0.28366218546322625}",20,0,7.917901033115132,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
11,False,"{'a': 0.5, 'e': 0.70866977429126}",30,0,-20.040146459445218,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.960170286650366}",25,8,15.704279661548107,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
13,False,"{'a': 0.5, 'e': 0.9765876257280235}",30,0,32.82706498632663,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
14,False,"{'a': 0.5, 'e': 0.7539022543433046}",20,5,20.805758068568185,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,False,"{'a': 0.5, 'e': 0.3466353178350258}",20,0,-62.66821260501963,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
16,False,"{'a': 0.5, 'e': 0.14550003380861354}",30,6,33.49623962446784,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
17,False,"{'a': 0.5, 'e': 0.6020119026848236}",20,9,8.393601665233577,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
18,False,"{'a': 0.5, 'e': 0.9111302618846769}",25,0,10.049900293976938,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
19,False,"{'a': 0.5, 'e': 0.9971721561963784}",30,0,43.88198070557471,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
20,False,"{'a': 0.5, 'e': 0.8390715290764524}",25,0,29.78206314803708,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
21,False,"{'a': 0.5, 'e': 0.47553692799599256}",20,0,22.41281722927754,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
22,False,"{'a': 0.5, 'e': 0.004425697988050785}",25,0,27.32364411047156,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
23,False,"{'a': 0.5, 'e': 0.4833047587530059}",30,0,39.20647078088958,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
24,False,"{'a': 0.5, 'e': 0.8438539587324921}",30,0,26.172875151566956,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
25,False,"{'a': 0.5, 'e': 0.9977982791785807}",25,0,4.982834873088371,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
26,False,"{'a': 0.5, 'e': 0.9074467814501962}",20,0,21.175508222329082,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
27,False,"{'a': 0.5, 'e': 0.594920663309892}",20,0,16.954489405251536,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
